"Notes"	"State"	"State Code"	"Year"	"Year Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"2019"	"2019"	"Homicide"	"3"	102	5639632	1.80863
	"Minnesota"	"27"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	11	5639632	Unreliable
	"Mississippi"	"28"	"2018"	"2018"	"Unintentional"	"1"	28	2986530	0.93754
	"Mississippi"	"28"	"2018"	"2018"	"Suicide"	"2"	313	2986530	10.48039
	"Mississippi"	"28"	"2018"	"2018"	"Homicide"	"3"	320	2986530	10.71478
	"Mississippi"	"28"	"2018"	"2018"	"Undetermined "	"4"	13	2986530	Unreliable
	"Mississippi"	"28"	"2019"	"2019"	"Unintentional"	"1"	18	2976149	Unreliable
	"Mississippi"	"28"	"2019"	"2019"	"Suicide"	"2"	308	2976149	10.34894
	"Mississippi"	"28"	"2019"	"2019"	"Homicide"	"3"	366	2976149	12.29777
	"Mississippi"	"28"	"2019"	"2019"	"Undetermined "	"4"	13	2976149	Unreliable
	"Missouri"	"29"	"2018"	"2018"	"Unintentional"	"1"	10	6126452	Unreliable
	"Missouri"	"29"	"2018"	"2018"	"Suicide"	"2"	726	6126452	11.85025
	"Missouri"	"29"	"2018"	"2018"	"Homicide"	"3"	556	6126452	9.07540
	"Missouri"	"29"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	10	6126452	Unreliable
	"Missouri"	"29"	"2019"	"2019"	"Unintentional"	"1"	21	6137428	0.34216
	"Missouri"	"29"	"2019"	"2019"	"Suicide"	"2"	681	6137428	11.09585
	"Missouri"	"29"	"2019"	"2019"	"Homicide"	"3"	537	6137428	8.74959
	"Montana"	"30"	"2018"	"2018"	"Suicide"	"2"	160	1062305	15.06159
	"Montana"	"30"	"2018"	"2018"	"Homicide"	"3"	20	1062305	1.88270
	"Montana"	"30"	"2019"	"2019"	"Suicide"	"2"	172	1068778	16.09315
	"Montana"	"30"	"2019"	"2019"	"Homicide"	"3"	24	1068778	2.24556
	"Nebraska"	"31"	"2018"	"2018"	"Suicide"	"2"	145	1929268	7.51580
	"Nebraska"	"31"	"2018"	"2018"	"Homicide"	"3"	25	1929268	1.29583
	"Nebraska"	"31"	"2019"	"2019"	"Suicide"	"2"	154	1934408	7.96109
	"Nebraska"	"31"	"2019"	"2019"	"Homicide"	"3"	40	1934408	2.06782
	"Nevada"	"32"	"2018"	"2018"	"Suicide"	"2"	367	3034392	12.09468
	"Nevada"	"32"	"2018"	"2018"	"Homicide"	"3"	158	3034392	5.20697
	"Nevada"	"32"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	17	3034392	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"Suicide"	"2"	354	3080156	11.49292
	"Nevada"	"32"	"2019"	"2019"	"Homicide"	"3"	118	3080156	3.83097
	"Nevada"	"32"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	11	3080156	Unreliable
	"New Hampshire"	"33"	"2018"	"2018"	"Suicide"	"2"	135	1356458	9.95239
	"New Hampshire"	"33"	"2018"	"2018"	"Homicide"	"3"	13	1356458	Unreliable
	"New Hampshire"	"33"	"2019"	"2019"	"Suicide"	"2"	132	1359711	9.70795
	"New Hampshire"	"33"	"2019"	"2019"	"Homicide"	"3"	20	1359711	1.47090
	"New Jersey"	"34"	"2018"	"2018"	"Suicide"	"2"	193	8908520	2.16647
	"New Jersey"	"34"	"2018"	"2018"	"Homicide"	"3"	218	8908520	2.44710
	"New Jersey"	"34"	"2019"	"2019"	"Suicide"	"2"	173	8882190	1.94772
	"New Jersey"	"34"	"2019"	"2019"	"Homicide"	"3"	193	8882190	2.17289
	"New Mexico"	"35"	"2018"	"2018"	"Suicide"	"2"	281	2095428	13.41015
	"New Mexico"	"35"	"2018"	"2018"	"Homicide"	"3"	136	2095428	6.49032
	"New Mexico"	"35"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	16	2095428	Unreliable
	"New Mexico"	"35"	"2019"	"2019"	"Suicide"	"2"	284	2096829	13.54426
	"New Mexico"	"35"	"2019"	"2019"	"Homicide"	"3"	158	2096829	7.53519
	"New Mexico"	"35"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	15	2096829	Unreliable
	"New York"	"36"	"2018"	"2018"	"Suicide"	"2"	445	19542209	2.27712
	"New York"	"36"	"2018"	"2018"	"Homicide"	"3"	356	19542209	1.82170
	"New York"	"36"	"2019"	"2019"	"Suicide"	"2"	455	19453561	2.33890
	"New York"	"36"	"2019"	"2019"	"Homicide"	"3"	326	19453561	1.67579
	"New York"	"36"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	13	19453561	Unreliable
	"North Carolina"	"37"	"2018"	"2018"	"Unintentional"	"1"	30	10383620	0.28892
	"North Carolina"	"37"	"2018"	"2018"	"Suicide"	"2"	873	10383620	8.40747
	"North Carolina"	"37"	"2018"	"2018"	"Homicide"	"3"	489	10383620	4.70934
	"North Carolina"	"37"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	17	10383620	Unreliable
	"North Carolina"	"37"	"2019"	"2019"	"Unintentional"	"1"	38	10488084	0.36232
	"North Carolina"	"37"	"2019"	"2019"	"Suicide"	"2"	781	10488084	7.44655
	"North Carolina"	"37"	"2019"	"2019"	"Homicide"	"3"	541	10488084	5.15823
	"North Carolina"	"37"	"2019"	"2019"	"Undetermined "	"4"	13	10488084	Unreliable
	"North Carolina"	"37"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	24	10488084	0.22883
	"North Dakota"	"38"	"2018"	"2018"	"Suicide"	"2"	75	760077	9.86742
	"North Dakota"	"38"	"2018"	"2018"	"Homicide"	"3"	13	760077	Unreliable
	"North Dakota"	"38"	"2019"	"2019"	"Suicide"	"2"	79	762062	10.36661
	"North Dakota"	"38"	"2019"	"2019"	"Homicide"	"3"	10	762062	Unreliable
	"Ohio"	"39"	"2018"	"2018"	"Unintentional"	"1"	13	11689442	Unreliable
	"Ohio"	"39"	"2018"	"2018"	"Suicide"	"2"	962	11689442	8.22965
	"Ohio"	"39"	"2018"	"2018"	"Homicide"	"3"	548	11689442	4.68799
	"Ohio"	"39"	"2018"	"2018"	"Undetermined "	"4"	17	11689442	Unreliable
	"Ohio"	"39"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	15	11689442	Unreliable
	"Ohio"	"39"	"2019"	"2019"	"Unintentional"	"1"	12	11689100	Unreliable
	"Ohio"	"39"	"2019"	"2019"	"Suicide"	"2"	980	11689100	8.38388
	"Ohio"	"39"	"2019"	"2019"	"Homicide"	"3"	565	11689100	4.83356
	"Ohio"	"39"	"2019"	"2019"	"Undetermined "	"4"	11	11689100	Unreliable
	"Ohio"	"39"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	10	11689100	Unreliable
	"Oklahoma"	"40"	"2018"	"2018"	"Suicide"	"2"	465	3943079	11.79281
	"Oklahoma"	"40"	"2018"	"2018"	"Homicide"	"3"	185	3943079	4.69176
	"Oklahoma"	"40"	"2018"	"2018"	"Undetermined "	"4"	11	3943079	Unreliable
	"Oklahoma"	"40"	"2019"	"2019"	"Suicide"	"2"	473	3956971	11.95359
	"Oklahoma"	"40"	"2019"	"2019"	"Homicide"	"3"	246	3956971	6.21688
	"Oregon"	"41"	"2018"	"2018"	"Suicide"	"2"	427	4190713	10.18920
	"Oregon"	"41"	"2018"	"2018"	"Homicide"	"3"	67	4190713	1.59877
	"Oregon"	"41"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	15	4190713	Unreliable
	"Oregon"	"41"	"2019"	"2019"	"Suicide"	"2"	466	4217737	11.04858
	"Oregon"	"41"	"2019"	"2019"	"Homicide"	"3"	78	4217737	1.84933
	"Oregon"	"41"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	12	4217737	Unreliable
	"Pennsylvania"	"42"	"2018"	"2018"	"Unintentional"	"1"	21	12807060	0.16397
	"Pennsylvania"	"42"	"2018"	"2018"	"Suicide"	"2"	1025	12807060	8.00340
	"Pennsylvania"	"42"	"2018"	"2018"	"Homicide"	"3"	581	12807060	4.53656
	"Pennsylvania"	"42"	"2018"	"2018"	"Undetermined "	"4"	10	12807060	Unreliable
	"Pennsylvania"	"42"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	17	12807060	Unreliable
	"Pennsylvania"	"42"	"2019"	"2019"	"Unintentional"	"1"	16	12801989	Unreliable
	"Pennsylvania"	"42"	"2019"	"2019"	"Suicide"	"2"	964	12801989	7.53008
	"Pennsylvania"	"42"	"2019"	"2019"	"Homicide"	"3"	548	12801989	4.28058
	"Rhode Island"	"44"	"2018"	"2018"	"Suicide"	"2"	23	1057315	2.17532
	"Rhode Island"	"44"	"2018"	"2018"	"Homicide"	"3"	13	1057315	Unreliable
	"Rhode Island"	"44"	"2019"	"2019"	"Suicide"	"2"	33	1059361	3.11509
	"Rhode Island"	"44"	"2019"	"2019"	"Homicide"	"3"	12	1059361	Unreliable
	"South Carolina"	"45"	"2018"	"2018"	"Unintentional"	"1"	18	5084127	Unreliable
	"South Carolina"	"45"	"2018"	"2018"	"Suicide"	"2"	493	5084127	9.69685
	"South Carolina"	"45"	"2018"	"2018"	"Homicide"	"3"	373	5084127	7.33656
	"South Carolina"	"45"	"2019"	"2019"	"Unintentional"	"1"	16	5148714	Unreliable
	"South Carolina"	"45"	"2019"	"2019"	"Suicide"	"2"	532	5148714	10.33268
	"South Carolina"	"45"	"2019"	"2019"	"Homicide"	"3"	453	5148714	8.79831
	"South Dakota"	"46"	"2018"	"2018"	"Suicide"	"2"	91	882235	10.31471
	"South Dakota"	"46"	"2018"	"2018"	"Homicide"	"3"	16	882235	Unreliable
	"South Dakota"	"46"	"2019"	"2019"	"Suicide"	"2"	98	884659	11.07771
	"South Dakota"	"46"	"2019"	"2019"	"Homicide"	"3"	11	884659	Unreliable
	"Tennessee"	"47"	"2018"	"2018"	"Unintentional"	"1"	11	6770010	Unreliable
	"Tennessee"	"47"	"2018"	"2018"	"Suicide"	"2"	690	6770010	10.19201
	"Tennessee"	"47"	"2018"	"2018"	"Homicide"	"3"	504	6770010	7.44460
	"Tennessee"	"47"	"2018"	"2018"	"Undetermined "	"4"	14	6770010	Unreliable
	"Tennessee"	"47"	"2019"	"2019"	"Unintentional"	"1"	16	6829174	Unreliable
	"Tennessee"	"47"	"2019"	"2019"	"Suicide"	"2"	746	6829174	10.92372
	"Tennessee"	"47"	"2019"	"2019"	"Homicide"	"3"	474	6829174	6.94081
	"Tennessee"	"47"	"2019"	"2019"	"Undetermined "	"4"	21	6829174	0.30750
	"Tennessee"	"47"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	13	6829174	Unreliable
	"Texas"	"48"	"2018"	"2018"	"Unintentional"	"1"	37	28701845	0.12891
	"Texas"	"48"	"2018"	"2018"	"Suicide"	"2"	2263	28701845	7.88451
	"Texas"	"48"	"2018"	"2018"	"Homicide"	"3"	1145	28701845	3.98929
	"Texas"	"48"	"2018"	"2018"	"Undetermined "	"4"	38	28701845	0.13240
	"Texas"	"48"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	39	28701845	0.13588
	"Texas"	"48"	"2019"	"2019"	"Unintentional"	"1"	51	28995881	0.17589
	"Texas"	"48"	"2019"	"2019"	"Suicide"	"2"	2237	28995881	7.71489
	"Texas"	"48"	"2019"	"2019"	"Homicide"	"3"	1299	28995881	4.47995
	"Texas"	"48"	"2019"	"2019"	"Undetermined "	"4"	44	28995881	0.15175
	"Texas"	"48"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	52	28995881	0.17934
	"Utah"	"49"	"2018"	"2018"	"Suicide"	"2"	339	3161105	10.72410
	"Utah"	"49"	"2018"	"2018"	"Homicide"	"3"	34	3161105	1.07557
	"Utah"	"49"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	18	3161105	Unreliable
	"Utah"	"49"	"2019"	"2019"	"Suicide"	"2"	329	3205958	10.26214
	"Utah"	"49"	"2019"	"2019"	"Homicide"	"3"	51	3205958	1.59079
	"Vermont"	"50"	"2018"	"2018"	"Suicide"	"2"	70	626299	11.17677
	"Vermont"	"50"	"2018"	"2018"	"Homicide"	"3"	10	626299	Unreliable
	"Vermont"	"50"	"2019"	"2019"	"Suicide"	"2"	59	623989	9.45529
	"Virginia"	"51"	"2018"	"2018"	"Unintentional"	"1"	10	8517685	Unreliable
	"Virginia"	"51"	"2018"	"2018"	"Suicide"	"2"	679	8517685	7.97165
	"Virginia"	"51"	"2018"	"2018"	"Homicide"	"3"	334	8517685	3.92125
	"Virginia"	"51"	"2019"	"2019"	"Suicide"	"2"	661	8535519	7.74411
	"Virginia"	"51"	"2019"	"2019"	"Homicide"	"3"	342	8535519	4.00679
	"Virginia"	"51"	"2019"	"2019"	"Undetermined "	"4"	11	8535519	Unreliable
	"Washington"	"53"	"2018"	"2018"	"Suicide"	"2"	599	7535591	7.94895
	"Washington"	"53"	"2018"	"2018"	"Homicide"	"3"	173	7535591	2.29577
	"Washington"	"53"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	22	7535591	0.29195
	"Washington"	"53"	"2019"	"2019"	"Suicide"	"2"	637	7614893	8.36519
	"Washington"	"53"	"2019"	"2019"	"Homicide"	"3"	165	7614893	2.16681
	"Washington"	"53"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	28	7614893	0.36770
	"West Virginia"	"54"	"2018"	"2018"	"Suicide"	"2"	257	1805832	14.23167
	"West Virginia"	"54"	"2018"	"2018"	"Homicide"	"3"	66	1805832	3.65483
	"West Virginia"	"54"	"2019"	"2019"	"Unintentional"	"1"	14	1792147	Unreliable
	"West Virginia"	"54"	"2019"	"2019"	"Suicide"	"2"	196	1792147	10.93660
	"West Virginia"	"54"	"2019"	"2019"	"Homicide"	"3"	76	1792147	4.24072
	"Wisconsin"	"55"	"2018"	"2018"	"Suicide"	"2"	420	5813568	7.22448
	"Wisconsin"	"55"	"2018"	"2018"	"Homicide"	"3"	153	5813568	2.63177
	"Wisconsin"	"55"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	12	5813568	Unreliable
	"Wisconsin"	"55"	"2019"	"2019"	"Suicide"	"2"	427	5822434	7.33370
	"Wisconsin"	"55"	"2019"	"2019"	"Homicide"	"3"	153	5822434	2.62777
	"Wisconsin"	"55"	"2019"	"2019"	"Legal Intervention / Operations of War"	"5"	15	5822434	Unreliable
	"Wyoming"	"56"	"2018"	"2018"	"Suicide"	"2"	108	577737	18.69363
	"Wyoming"	"56"	"2018"	"2018"	"Homicide"	"3"	13	577737	Unreliable
	"Wyoming"	"56"	"2019"	"2019"	"Suicide"	"2"	114	578759	19.69732
	"Wyoming"	"56"	"2019"	"2019"	"Homicide"	"3"	16	578759	Unreliable
"---"
"Dataset: Multiple Cause of Death, 2018-2019, Single Race"
"Query Parameters:"
"Title: Firearm Mortality by State/Year/Intent"
"UCD - Injury Mechanism & All Other Leading Causes: Firearm"
